,entry,label
69,"“wherein I’ll catch the conscience of the king.” “Catch” is indeed the word. For conscience moves swiftly or withdraws within itself. It has to be caught on the wing, at that barely perceptible moment when it glances fleetingly at itself. The everyday man does not enjoy tarrying. Everything, on the contrary, hurries him onward. But at the same time nothing interests him more than himself, especially his potentialities. Whence his interest in the theater, in the show, where so many fates are offered him, where he can accept the poetry without feeling the sorrow. There at least can be recognized the thoughtless man, and he continues to hasten toward some hope or other. The absurd man begins where that one leaves off, where, ceasing to admire the play, the mind wants to enter in. Entering into all these lives, experiencing them in their diversity, amounts to acting them out. I am not saying that actors in general obey that impulse, that they are absurd men, but that their fate is an absurd fate which might charm and attract a lucid heart. It is necessary to establish this in order to grasp without misunderstanding what will follow. The actor’s realm is that of the fleeting. Of all kinds of fame, it is known, his is the most ephemeral. At least, this is said in conversation. But all kinds of fame are ephemeral. From the point of view of Sirius, Goethe’s works in ten thousand years will be dust and his name forgotten. Perhaps a handful of archaeologists will look for “evidence” as to our era. That idea has always contained a lesson. Seriously meditated upon, it reduces our perturbations to the profound nobility that is found in indifference. Above all, it directs our concerns toward what is most certain— that is,",absurdism
70,"toward the immediate. Of all kinds of fame the least deceptive is the one that is lived. Hence the actor has chosen multiple fame, the fame that is hallowed and tested. From the fact that everything is to die someday he draws the best conclusion. An actor succeeds or does not succeed. A writer has some hope even if he is not appreciated. He assumes that his works will bear witness to what he was. At best the actor will leave us a photograph, and nothing of what he was himself, his gestures and his silences, his gasping or his panting with love, will come down to us. For him, not to be known is not to act, and not acting is dying a hundred times with all the creatures he would have brought to life or resuscitated. Why should we be surprised to find a fleeting fame built upon the most ephemeral of creations? The actor has three hours to be Iago or Alceste, Phedre or Gloucester. In that short space of time he makes them come to life and die on fifty square yards of boards. Never has the absurd been so well illustrated or at such length. What more revelatory epitome can be imagined than those marvelous lives, those exceptional and total desti— nies unfolding for a few hours within a stage set? Off the stage, Sigismundo ceases to count. Two hours later he is seen dining out. Then it is, perhaps, that life is a dream. But after Sigismundo comes another. The hero suffering from uncertainty takes the place of the man roaring for his revenge. By thus sweeping over centuries and minds, by miming man as he can be and as he is, the actor has much in common with that other absurd individual, the",absurdism
71,"traveler. Like him, he drains something and is constantly on the move. He is a traveler in time and, for the best, the hunted traveler, pursued by souls. If ever the ethics of quantity could find sustenance, it is indeed on that strange stage. To what degree the actor benefits from the characters is hard to say. But that is not the important thing. It is merely a matter of knowing how far he identifies hitnself with those irreplaceable lives. It often happens that he carries them with him, that they somewhat overflow the time and place in which they were born. They accompany the actor, who cannot very readily separate himself from what he has been. Occasionally when reaching for his glass he resumes Hamlet’s gesture of raising his cup. No, the distance separating him from the creatures into whom he infuses life is not so great. He abundantly illustrates every month or every day that so suggestive truth that there is no frontier between what a man wants to be and what he is. Always concerned with better representing, he demonstrates to what a degree appearing creates being. For that is his art—to simulate absolutely, to project himself as deeply as possible into lives that are not his own. At the end of his effort his vocation becomes clear: to apply himself wholeheartedly to being nothing or to being several. The narrower the limits allotted him for creating his character, the more necessary his talent. He will die in three hours under the mask he has assumed today. Within three hours he must experience and express a whole exceptional life. That is called losing oneself to find oneself. In those three hours he travels the whole course of the dead-end path that the man in the audience takes",absurdism
72,"a lifetime to cover. A mime of the ephemeral, the actor trains and perfects himself only in appearances. The theatrical convention is that the heart expresses itself and communicates itself only through gestures and in the body—or through the voice, which is as much of the soul as of the body. The rule of that art insists that everything be magnified and translated into flesh. If it were essential on the stage to love as people really love, to employ that irreplaceable voice of the heart, to look as people contemplate in life, our speech would be in code. But here silences must make themselves heard. Love speaks up louder, and immobility itself becomes spectacular. The body is king, Not everyone can be “theatrical,” and this unjustly maligned word covers a whole aesthetic and a whole ethic. Half a man’s life is spent in implying, in turning away, and in keeping silent. Here the actor is the intruder. He breaks the spell chaining that soul, and at last the passions can rush onto their stage. They speak in every gesture; they live only through shouts and cries. Thus the actor creates his characters for display. He outlines or sculptures them and slips into their imaginary form, transfusing his blood into their phantoms. I am of course speaking of great drama, the kind that gives the actor an opportunity to fulfill his wholly physical fate. Take Shakespeare, for instance. In that impulsive drama the physical passions lead the dance. They explain everything. Without them all would collapse. Never would King Lear keep the appointment set by madness without the brutal gesture that exiles Cordelia and condemns Edgar. It is just that the unfolding of that tragedy should thenceforth be dominated by madness. Souls are given over to the demons and their",absurdism
73,"saraband. No fewer than four madmen: one by trade, another by intention, and the last two through suffering—four disordered bodies, four unutterable aspects of a single condition. The very scale of the human body is inadequate. The mask and the buskin, the make-up that reduces and accentuates the face in its essential elements, the costume that exaggerates and simplifies— that universe sacrifices everything to appearance and is made solely for the eye. Through an absurd miracle, it is the body that also brings knowledge. I should never really understand Iago unless I played his part. It is not enough to hear him, for I grasp him only at the moment when I see him. Of the absurd character the actor consequently has the monotony, that single, oppressive silhouette, simultaneously strange and familiar, that he carries about from hero to hero. There, too, the great dramatic work contributes to this unity of tone.^ This is where the actor contradicts himself: the same and yet so various, so many souls summed up in a single body. Yet it is the absurd contradiction itself, that individual who wants to achieve everything and live everything, that useless attempt, that ineffectual persistence. What always contradicts itself nevertheless joins in him. He is at that point where body and mind converge, where the mind, tired of its defeats, turns toward its most faithful ally. “And blest are those,” says Hamlet, “whose blood and judgment are so well commingled that they are not a pipe for fortune’s finger to sound what stop she please.” How could the Church have failed to condemn such a practice on the part of the actor? She repudiated in that art the heretical multiplication of souls, the emotional debauch, the scandalous presumption of a mind that objects to living but one life",absurdism
74,"and hurls itself into all forms of excess. She proscribed in them that preference for the present and that triumph of Proteus which are the negation of everything she teaches. Eternity is not a game. A mind foolish enough to prefer a comedy to eternity has lost its salvation. Between “everywhere” and “forever” there is no compromise. Whence that much maligned profession can give rise to a tremendous spiritual conflict. “What matters,” said Nietzsche, “is not eternal life but eternal vivacity.” All drama is, in fact, in this choice. Celimene against Elianthe, the whole subject in the absurd consequence of a nature carried to its extreme, and the verse itself, the “bad verse,” barely accented l ik e the monotony of the character’s nature. Adrienne Lecouvreur on her deathbed was willing to confess and receive communion, but refused to abjure her profession. She thereby lost the benefit of the confession. Did this not amount, in effect, to choosing her absorbing passion in preference to God? And that woman in the death throes refusing in tears to repudiate what she called her art gave evidence of a greatness that she never achieved behind the footlights. This was her finest role and the hardest one to play. Choosing between heaven and a ridiculous fidelity, preferring oneself to eternity or losing oneself in God is the age-old tragedy in which each must play his part. The actors of the era knew they were excommunicated. Entering the profession amounted to choosing Hell. And the Church discerned in them her worst enemies. A few men of letters protest: “What! Refuse the last rites to Moliere!” But that was just, and especially in one who died onstage and finished under the actor’s make-up a life entirely devoted to dispersion. In his case genius is invoked, which",absurdism
75,"excuses everything. But genius excuses nothing, just because it refuses to do so. The actor knew at that time what punishment was in store for him. But what significance could such vague threats have compared to the final punishment that life itself was reserving for him? This was the one that he felt in advance and accepted wholly. To the actor as to the absurd man, a premature death is irreparable. Nothing can make up for the sum of faces and centuries he would otherwise have traversed. But in any case, one has to die. For the actor is doubtless everywhere, but time sweeps him along, too, and makes its impression with him. It requires but a little imagination to feel what an actor’s fate means. It is in time that he makes up and enumerates his characters. It is in time likewise that he learns to dominate them. The greater number of different lives he has lived, the more aloof he can be from them. The time comes when he must die to the stage and for the world. What he has lived faces him. He sees clearly. He feels the harrowing and irreplaceable quality of that adventure. He knows and can now die. There are homes for aged actors. Conquest “No,” says the conqueror, “don’t assume that because I love action I have had to forget how to think. On the contrary I can throughly define what I believe. For I believe it firmly and I see it surely and clearly. Beware of those who say: ‘I know this too well to be able to express it.’ For if they cannot do so, this is because they don’t know it or because out of laziness they stopped at the outer crust. “I have not many opinions. At the",absurdism
76,"end of a life man notices that he has spent years becoming sure of a single truth. But a single truth, if it is obvious, is enough to guide an existence. As for me, I decidedly have something to say about the individual. One must speak of him bluntly and, if need be, with the appropriate contempt. “A man is more a man through the things he keeps to himself than through those he says. There are many that I shall keep to myself. But I firmly believe that all those who have judged the individual have done so with much less experience than we on which to base their judgment. The intelligence, the stirring intelligence perhaps foresaw what it was essential to note. But the era, its ruins, and its blood overwhelm us with facts. It was possible for ancient nations, and even for more recent ones down to our machine age, to weigh one against the other the virtues of society and of the individual, to try to find out which was to serve the other. To begin with, that was possible by virtue of that stubborn aberration in man’s heart according to which human beings were created to serve or be served. In the second place, it was possible because neither society nor the individual had yet revealed all their ability. “I have seen bright minds express astonishment at the masterpieces of Dutch painters born at the height of the bloody wars in Flanders, be amazed by the prayers of Silesian mystics brought up during the frightful Thirty Years’ War. Eternal values survive secular turmoils before their astonished eyes. But there has been progress since. The painters of today are deprived of such serenity. Even if they have basically the heart the creator needs—I mean the closed",absurdism
77,"heart—it is of no use; for everyone, including the saint himself, is mobilized. This is perhaps what I have felt most deeply. At every form that miscarries in the trenches, at every outline, metaphor, or prayer crushed under steel, the eternal loses a round. Conscious that I cannot stand aloof from my time, I have decided to be an integral part of it. This is why I esteem the individual only because he strikes me as ridiculous and humiliated. Knowing that there are no victorious causes, I have a liking for lost causes: they require an uncontaminated soul, equal to its defeat as to its temporary victories. For anyone who feels bound up with this world’s fate, the clash of civilizations has something agonizing about it. I have made that anguish mine at the same time that I wanted to join in. Between history and the eternal I have chosen history because I like certainties. Of it, at least, I am certain, and how can I deny this force crushing me? “There always comes a time when one must choose between contemplation and action. This is called becoming a man. Such wrenches are dreadful. But for a proud heart there can be no compromise. There is God or time, that cross or this sword. This world has a higher meaning that transcends its worries, or nothing is true but those worries. One must live with time and die with it, or else elude it for a greater life. I know that one can compromise and live in the world while believing in the eternal. That is called accepting. But I loathe this tenn and want all or nothing. If I choose action, don’t think that contemplation is like an unknown country to me. But it cannot give me everything, and,",absurdism
78,"deprived of the eternal, I want to ally myself with time. I do not want to put down to my account either nostalgia or bitterness, and I merely want to see clearly. I tell you, tomorrow you will be mobilized. For you and for me that is a liberation. The individual can do nothing and yet he can do everything. In that wonderful unattached state you understand why I exalt and crush him at one and the same time. It is the world that pulverizes him and I who liberate him. I provide him with all his rights. “Conquerors know that action is in itself useless. There is but one useful action, that of remaking man and the earth. I shall never remake men. But one must do ’as if.’ For the path of struggle leads me to the flesh. Even humiliated, the flesh is my only certainty. I can live only on it. The creature is my native land. This is why I have chosen this absurd and ineffectual effort. This is why I am on the side of the struggle. The epoch lends itself to this, as I have said. Hitherto the greatness of a conqueror was geographical. It was measured by the extent of the conquered territories. There is a reason why the word has changed in meaning and has ceased to signify the victorious general. The greatness has changed camp. It lies in protest and the blind-alley sacrifice. There, too, it is not through a preference for defeat. Victory would be desirable. But there is but one victory, and it is eternal. That is the one I shall never have. That is where I stumble and cling. A revolution is always accomplished against the gods, beginning with the revolution of Prometheus, the first of modern conquerors.",absurdism
79,"It is man’s demands made against his fate; the demands of the poor are but a pretext. Yet I can seize that spirit only in its historical act, and that is where I make contact with it. Don’t assume, however, that I take pleasure in it: opposite the essential contradiction, I maintain my human contradiction. I establish my lucidity in the midst of what negates it. I exalt man be-fore what crushes him, and my freedom, my revolt, and my passion come together then in that tension, that lucidity, and that vast repetition. “Yes, man is his own end. And he is his only end. If he aims to be something, it is in this life. Now I know it only too well. Conquerors sometimes talk of vanquishing and overcoming. But it is always ‘overcoming oneself that they mean. You are well aware of what that means. Every man has felt himself to be the equal of a god at certain moments. At least, this is the way it is expressed. But this comes from the fact that in a flash he felt the amazing grandeur of the human mind. The conquerors are merely those among men who are conscious enough of their strength to be sure of living constantly on those heights and fully aware of that grandeur. It is a question of arithmetic, of more or less. The conquerors are capable of the more. But they are capable of no more than man himself when he wants. This is why they never leave the human crucible, plunging into the seething soul of revolutions. “There they find the creature mutilated, but they also encounter there the only values they like and admire, man and his silence. This is both their destitution and their wealth. There is but one luxury",absurdism
80,"for them—that of human relations. How can one fail to realize that in this vulnerable universe everything that is human and solely human assumes a more vivid meaning? Taut faces, threatened fraternity, such strong and chaste friendship among men—these are the true riches because they are transitory. In their midst the mind is most aware of its powers and limitations. That is to say, its efficacity. Some have spoken of genius. But genius is easy to say; I prefer the intelligence. It must be said that it can be magnificent then. It lights up this desert and dominates it. It knows its obligations and illustrates them. It will die at the same time as this body. But knowing this constitutes its freedom. “We are not ignorant of the fact that all churches are against us. A heart so keyed up eludes the eternal, and all churches, divine or political, lay claim to the eternal. Happiness and courage, retribution or justice are secondary ends for them. It is a doctrine they bring, and one must subscribe to it. But I have no concern with ideas or with the eternal. The truths that come within my scope can be touched with the hand. I cannot separate from them. This is why you cannot base anything on me: nothing of the conqueror lasts, not even his doctrines. “At the end of all that, despite everything, is death. We know also that it ends everything. This is why those cemeteries all over Europe, which obsess some among us, are hideous. People beautify only what they love, and death repels us and tires our patience. It, too, is to be conquered. The last Carrara, a prisoner in Padua emptied by the plague and besieged by the Venetians, ran screaming through the halls of his deserted",absurdism
81,"palace: he was calling on the devil and asking him for death. This was a way of overcoming it. And it is likewise a mark of courage characteristic of the Occident to have made so ugly the places where death thinks itself honored. In the rebel s universe, death exalts injustice. It is the supreme abuse. “Others, without compromising either, have chosen the eternal and denounced the illusion of this world. Their cemeteries smile amid numerous flowers and birds. That suits the conqueror and gives him a clear image of what he has rejected. He has chosen, on the contrary, the black iron fence or the potter’s field. The best among the men of God occasionally are seized with fright mingled with consideration and pity for minds that can live with such an image of their death. Yet those minds derive their strength and justification from this. Our fate stands before us and we provoke him. Less out of pride than out of awareness of our ineffectual condition. We, too, sometimes feel pity for ourselves. It is the only compassion that seems acceptable to us: a feeling that perhaps you hardly understand and that seems to you scarcely virile. Yet the most daring among us are the ones who feel it. But we call the lucid ones virile and we do not want a strength that is apart from lucidity.” Let me repeat that these images do not propose moral codes and involve no judgments: they are sketches. They merely represent a style of life. The lover, the actor, or the adventurer plays the absurd. But equally well, if he wishes, the chaste man, the civil servant, or the president of the Republic. It is enough to know and to mask nothing. In Italian museums are sometimes found little painted",absurdism
82,"screens that the priest used to hold in front of the face of condemned men to hide the scaffold from them. The leap in all its forms, rushing into the divine or the eternal, surrendering to the illusions of the everyday or of the idea—all these screens hide the absurd. But there are civil servants without screens, and they are the ones of whom I mean to speak. I have chosen the most extreme ones. At this level the absurd gives them a royal power. It is true that those princes are without a kingdom. But they have this advantage over others: they know that all royalties are illusory. They know that is their whole nobility, and it is useless to speak in relation to them of hidden misfortune or the ashes of disillusion. Being deprived of hope is not despairing. The flames of earth are surely worth celestial perfumes. Neither I nor anyone can judge them here. They are not striving to be better; they are attempting to be consistent. If the term “wise man” can be applied to the man who lives on what he has without speculating on what he has not, then they are wise men. One of them, a conqueror but in the realm of mind, a Don Juan but of knowledge, an actor but of the intelligence, kn ows this better than anyone: “You nowise deserve a privilege on earth and in heaven for having brought to perfection your dear little meek sheep; you nonetheless continue to be at best a ridiculous dear little sheep with horns and nothing more—even supposing that you do not burst with vanity and do not create a scandal by posing as a judge.” In any case, it was essential to restore to the absurd reasoning more cordial examples.",absurdism
83,"The imagination can add many others, inseparable from time and exile, who likewise know how to live in harmony with a universe without future and without weakness. This absurd, godless world is, then, peopled with men who think clearly and have ceased to hope. And I have not yet spoken of the most absurd character, who is the creator. Absurd Creation Philosophy and Fiction All those lives maintained in the rarefied air of the absurd could not persevere without some profound and constant thought to infuse its strength into them. Right here, it can be only a strange feeling of fidelity. Conscious men have been seen to fulfill their task amid the most stupid of wars without considering themselves in contradiction. This is because it was essential to elude nothing. There is thus a metaphysical honor in enduring the world’s absurdity. Conquest or play-acting, multiple loves, absurd revolt are tributes that man pays to his dignity in a campaign in which he is defeated in advance. It is merely a matter of being faithful to the rule of the battle. That thought may suffice to sustain a mind; it has supported and still supports whole civilizations. War cannot be negated. One must live it or die of it. So it is with the absurd: it is a question of breathing with it, of recognizing its lessons and recovering their flesh. In this regard the absurd joy par excellence is creation. “Art and nothing but art,” said Nietzsche; “we have art in order not to die of the truth.” In the experience that I am attempting to describe and to stress on several modes, it is certain that a new torment arises wherever another dies. The childish chasing after forgetfulness, the appeal of satisfaction are now devoid of echo. But the",absurdism
84,"constant tension that keeps man face to face with the world, the ordered delirium that urges him to be receptive to everything leave him another fever. In this universe the work of art is then the sole chance of keeping his consciousness and of fixing its adventures. Creating is living doubly. The groping, anxious quest of a Proust, his meticulous collecting of flowers, of wallpapers, and of anxieties, signifies nothing else. At the same time, it has no more significance than the continual and imperceptible creation in which the actor, the conqueror, and all absurd men indulge every day of their lives. All try their hands at miming, at repeating, and at recreating the reality that is theirs. We always end up by having the appearance of our truths. All existence for a man turned away from the eternal is but a vast mime under the mask of the absurd. Creation is the great mime. Such men know to begin with, and then their whole effort is to examine, to enlarge, and to enrich the ephemeral island on which they have just landed. But first they must know. For the absurd discovery coincides with a pause in which future passions are prepared and justified. Even men without a gospel have their Mount of Olives. And one must not fall asleep on theirs either. For the absurd man it is not a matter of explaining and solving, but of experiencing and describing. Everything begins with lucid indifference. Describing—that is the last ambition of an absurd thought. Science likewise, having reached the end of its paradoxes, ceases to propound and stops to contemplate and sketch the ever virgin landscape of phenomena. The heart learns thus that the emotion delighting us when we see the world’s aspects comes to us not from its",absurdism
85,"depth but from their diversity. Explanation is useless, but the sensation remains and, with it, the constant attractions of a universe inexhaustible in quantity. The place of the work of art can be understood at this point. It marks both the death of an experience and its multiplication. It is a sort of monotonous and passionate repetition of the themes already orchestrated by the world: the body, inexhaustible image on the pediment of temples, forms or colors, number or grief. It is therefore not indifferent, as a conclusion, to encounter once again the principal themes of this essay in the wonderful and childish world of the creator. It would be wrong to see a symbol in it and to think that the work of art can be considered at last as a refuge for the absurd. It is itself an absurd phenomenon, and we are concerned merely with its description. It does not offer an escape for the intellectual ailment. Rather, it is one of the symptoms of that ailment which reflects it throughout a man’s whole thought. But for the first time it makes the mind get outside of itself and places it in opposition to others, not for it to get lost but to show it clearly the blind path that all have entered upon. In the time of the absurd reasoning, creation follows indifference and discovery. It marks the point from which absurd passions spring and where the reasoning stops. Its place in this essay is justified in this way. It will suffice to bring to light a few themes common to the creator and the thinker in order to find in the work of art all the contradictions of thought involved in the absurd. Indeed, it is not so much identical conclusions that prove minds to",absurdism
86,"be related as the contradictions that are common to them. So it is with thought and creation. I hardly need to say that the same anguish urges man to these two attitudes. This is where they coincide in the beginning. But among all the thoughts that start from the absurd, I have seen that very few remain within it. And through their deviations or infidelities I have best been able to measure what belonged to the absurd. Similarly I must wonder: is an absurd work of art possible? * It would be impossible to insist too much on the arbitrary nature of the former opposition between art and philosophy. If you insist on taking it in too limited a sense, it is certainly false. If you mean merely that these two disciplines each have their peculiar climate, that is probably true but remains vague. The only acceptable argument used to he in the contradiction brought up between the philosopher enclosed within his system and the artist placed before his work. But this was pertinent for a certain form of art and of philosophy which we consider secondary here. The idea of an art detached from its creator is not only outmoded; it is false. In opposition to the artist, it is pointed out that no philosopher ever created several systems. But that is true in so far, indeed, as no artist ever expressed more than one thing under different aspects. The instantaneous perfection of art, the necessity for its renewal— this is true only through a preconceived notion. For the work of art likewise is a construction and everyone knows how monotonous the great creators can be. For the same reason as the thinker, the artist commits himself and becomes himself in his work. That osmosis raises the most important",absurdism
87,"of aesthetic problems. Moreover, to anyone who is convinced of the mind’s singleness of purpose, nothing is more futile than these distinctions based on methods and objects. There are no frontiers between the disciplines that man sets himself for understanding and loving. They interlock, and the same anxiety merges them. It is necessary to state this to begin with. For an absurd work of art to be possible, thought in its most lucid form must be involved in it. But at the same time thought must not be apparent except as the regulating intelligence. This paradox can be explained according to the absurd. The work of art is born of the intelligence’s refusal to reason the concrete. It marks the triumph of the carnal. It is lucid thought that provokes it, but in that very act that thought repudiates itself. It will not yield to the temptation of adding to what is described a deeper meaning that it knows to be illegitimate. The work of art embodies a drama of the intelligence, but it proves this only indirectly. The absurd work requires an artist conscious of these limitations and an art in which the concrete signifies nothing more than itself. It cannot be the end, the meaning, and the consolation of a life. Creating or not creating changes nothing. The absurd creator does not prize his work. He could repudiate it. He does sometimes repudiate it. An Abyssinia suffices for this, as in the case of Rimbaud. At the same time a rule of aesthetics can be seen in this. The true work of art is always on the human scale. It is essentially the one that says “less.” There is a certain relationship between the global experience of the artist and the work that reflects that experience, between Wilhelm",absurdism
88,"Meister and Goethe’s maturity. That relationship is bad when the work aims to give the whole experience in the lace-paper of an explanatory literature. That relationship is good when the work is but a piece cut out of experience, a facet of the diamond in which the inner luster is epitomized without being limited. In the first case there is overloading and pretension to the eternal. In the second, a fecund work because of a whole implied experience, the wealth of which is suspected. The problem for the absurd artist is to acquire this savoir-vivre which transcends savoir-faire. And in the end, the great artist under this climate is, above all, a great living being, it being understood that living in this case is just as much experiencing as reflecting. The work then embodies an intellectual drama. The absurd work illustrates thought’s renouncing of its prestige and its resignation to being no more than the intelligence that works up appearances and covers with images what has no reason. If the world were clear, art would not exist. I am not speaking here of the arts of form or color in which description alone prevails in its splendid modesty.^ Expression begins where thought ends. Those adolescents with empty eyesockets who people temples and museums—their philosophy has been expressed in gestures. For an absurd man it is more educative than all libraries. Under another aspect the same is true for music. If any art is devoid of lessons, it is certainly music. It is too closely related to mathematics not to have borrowed their gratuitousness. That game the mind plays with itself according to set and measured laws takes place in the sonorous compass that belongs to us and beyond which the vibrations nevertheless meet in an inhuman universe. There is no",absurdism
89,"purer sensation. These examples are too easy. The absurd man recognizes as his own these harmonies and these forms. But I should like to speak here of a work in which the temptation to explain remains greatest, in which illusion offers itself automatically, in which conclusion is almost inevitable. I mean fictional creation. I propose to inquire whether or not the absurd can hold its own there. * * * To think is first of all to create a world (or to limit one’s own world, which comes to the same thing). It is starting out from the basic disagreement that separates man from his experience in order to find a common ground according to one’s nostalgia, a universe hedged with reasons or lighted up with analogies but which, in any case, gives an opportunity to rescind the unbearable divorce. The philosopher, even if he is Kant, is a creator. He has his characters, his symbols, and his secret action. He has his plot endings. On the contrary, the lead taken by the novel over poetry and the essay merely represents, despite appearances, a greater intellectualiza- tion of the art. Let there be no mistake about it; I am speaking of the greatest. The fecundity and the importance of a literary form are often measured by the trash it contains. The number of bad novels must not make us forget the value of the best. These, indeed, carry with them their universe. The novel has its logic, its reasonings, its intuition, and its postulates. It also has its requirements of clarity.^ The classical opposition of which I was speaking above is even less justified in this particular case. It held in the time when it was easy to separate philosophy from its authors. Today when thought has ceased to lay",absurdism
90,"claim to the universal, when its best history would be that of its repentances, we know that the system, when it is worth while, cannot be separated from its author. The Ethics itself, in one of its aspects, is but a long and reasoned personal confession. Abstract thought at last returns to its prop of flesh. And, likewise, the fictional activities of the body and of the passions are regulated a little more according to the requirements of a vision of the world. The writer has given up telling “stories” and creates his universe. The great novelists are philosophical novelists—that is, the contrary of thesis-writers. For instance, Balzac, Sade, Melville, Stendhal, Dostoevsky, Proust, Malraux, Kafka, to cite but a few. But in fact the preference they have shown for writing in images rather than in reasoned arguments is revelatory of a certain thought that is common to them all, convinced of the uselessness of any principle of explanation and sure of the educative message of perceptible appearance. They consider the work of art both as an end and a beginning. It is the outcome of an often unexpressed philosophy, its illustration and its consummation. But it is complete only through the implications of that philosophy. It justifies at last that variant of an old theme that a little thought estranges from life whereas much thought reconciles to life. Incapable of refining the real, thought pauses to mimic it. The novel in question is the instrument of that simultaneously relative and inexhaustible knowledge, so like that of love. Of love, fictional creation has the initial wonder and the fecund rumination. These at least are the charms I see in it at the outset. But I saw them likewise in those princes of humiliated thought whose suicides I was later able to",absurdism
91,"witness. What interests me, indeed, is knowing and describing the force that leads them back toward the common path of illusion. The same method will consequently help me here. The fact of having already utilized it will allow me to shorten my argument and to sum it up without delay in a particular example. I want to know whether, accepting a life without appeal, one can also agree to work and create without appeal and what is the way leading to these liberties. I want to liberate my universe of its phantoms and to people it solely with flesh-and-blood truths whose presence I cannot deny. I can perform absurd work, choose the creative attitude rather than another. But an absurd attitude, if it is to remain so, must remain aware of its gratuitousness. So it is with the work of art. If the commandments of the absurd are not respected, if the work does not illustrate divorce and revolt, if it sacrifices to illusions and arouses hope, it ceases to be gratuitous. I can no longer detach myself from it. My life may find a meaning in it, but that is trifling. It ceases to be that exercise in detachment and passion which crowns the splendor and futility of a man’s life. In the creation in which the temptation to explain is the strongest, can one overcome that temptation? In the fictional world in which awareness of the real world is keenest, can I remain faithful to the absurd without sacrificing to the desire to judge? So many questions to be taken into consideration in a last effort. It must be already clear what they signify. They are the last scruples of an awareness that fears to forsake its initial and difficult lesson in favor of a final illusion. What",absurdism
92,"holds for creation, looked upon as one of the possible attitudes for the man conscious of the absurd, holds for all the styles of life open to him. The conqueror or the actor, the creator or Don Juan may forget that their exercise in living could not do without awareness of its mad character. One becomes accustomed so quickly. A man wants to earn money in order to be happy, and his whole effort and the best of a life are devoted to the earning of that money. Happiness is forgotten; the means are taken for the end. Likewise, the whole effort of this conqueror will be diverted to ambition, which was but a way toward a greater life. Don Juan in turn will likewise yield to his fate, be satisfied with that existence whose nobility is of value only through revolt. For one it is awareness and for the other, revolt; in both cases the absurd has disappeared. There is so much stubborn hope in the human heart. The most destitute men often end up by accepting illusion. That approval prompted by the need for peace inwardly parallels the existential consent. There are thus gods of light and idols of mud. But it is essential to find the middle path leading to the faces of man. So far, the failures of the absurd exigence have best informed us as to what it is. In the same way, if we are to be informed, it will suffice to notice that fictional creation can present the same ambiguity as certain philosophies. Hence I can choose as illustration a work comprising everything that denotes awareness of the absurd, having a clear starting-point and a lucid climate. Its consequences will enlighten us. If the absurd is not respected in it, we shall know",absurdism
93,"by what expedient illusion enters in. A particular example, a theme, a creator’s fidelity will suffice, then. This involves the same analysis that has already been made at greater length. I shall examine a favorite theme of Dostoevsky. I might just as well have studied other works.^ But in this work the problem is treated directly, in the sense of nobility and emotion, as for the existential philosophies already discussed. This parallelism serves my purpose. Kirilov All of Dostoevsky’s heroes question themselves as to the meaning of life. In this they are modern: they do not fear ridicule. What distinguishes modern sensibility from classical sensibility is that the latter thrives on moral problems and the former on metaphysical problems. In Dostoevsky’s novels the question is propounded with such intensity that it can only invite extreme solutions. Existence is illusory or it is eternal. If Dostoevsky were satisfied with this inquiry, he would be a philosopher. But he illustrates the consequences that such intellectual pastimes may have in a man’s life, and in this regard he is an artist. Among those consequences, his attention is arrested particularly by the last one, which he himself calls logical suicide in his Diary of a Writer. In the installments for December 1876, indeed, he imagines the reasoning of “logical suicide.” Convinced that human existence is an utter absurdity for anyone without faith in immortality, the desperate man comes to the following conclusions: “Since in reply to my questions about happiness, I am told, through the intermediary of my consciousness, that I cannot be happy except in harmony with the great all, which I cannot conceive and shall never be in a position to conceive, it is evident “Since, finally, in this connection, I assume both the role of the plaintiff and that of the",absurdism
94,"defendant, of the accused and of the judge, and since I consider this comedy perpetrated by nature altogether stupid, and since I even deem it humiliating for me to deign to play it...” “In my indisputable capacity of plaintiff and defendant, of judge and accused, I condemn that nature which, with such impudent nerve, brought me into being in order to suffer—I condemn it to be annihilated with me.” There remains a little humor in that position. This suicide kills himself because, on the metaphysical plane, he is vexed. In a certain sense he is taking his revenge. This is his way of proving that he “will not be had.” It is known, however, that the same theme is embodied, but with the most wonderful generality, in Kirilov of The Possessed likewise an advocate of logical suicide. Kirilov the engineer declares somewhere that he wants to take his own life because it “is his idea.” Obviously the word must be taken in its proper sense. It is for an idea, a thought, that he is getting ready for death. This is the superior suicide. Progressively, in a series of scenes in which Kirilov’s mask is gradually illuminated, the fatal thought driving him is revealed to us. The engineer, in fact, goes back to the arguments of the Diary. He feels that God is necessary and that he must exist. But he knows that he does not and cannot exist. “Why do you not realize,” he exclaims, “that this is sufficient reason for killing oneself?” That attitude involves likewise for him some of the absurd consequences. Through indifference he accepts letting his suicide be used to the advantage of a cause he despises. “I decided last night that I didn’t care.” And finally he prepares his deed with a mixed feeling",absurdism
